#wvl              a              b              c           rmse
380.00009000 0.005236530824 1.174261077797 0.000000000002 0.000000000001
390.00000000 0.005102527842 1.114931290145 0.000000000000 0.000000000000
399.99997000 0.004937039575 1.043783806840 0.000000000000 0.000000000000
409.99991000 0.004768356673 0.973674632086 0.000000002866 0.000000001888
419.99997000 0.004612390341 0.911022967305 0.000000000327 0.000000000222
429.99982000 0.004475228415 0.857645246781 0.000000000164 0.000000000113
439.99985000 0.004356589329 0.812775393971 0.000000000086 0.000000000060
449.99985000 0.004251225447 0.773936964149 0.000000000047 0.000000000033
459.99997000 0.004150986310 0.737870126266 0.000000000025 0.000000000018
470.00000000 0.004053997937 0.703792083911 0.000000000013 0.000000000009
479.99991000 0.003961223112 0.671948428719 0.000000000007 0.000000000005
490.00012000 0.003879998328 0.644674382154 0.000000000003 0.000000000003
499.99988000 0.003812689347 0.622501179360 0.000000000002 0.000000000001
510.00000000 0.003756238168 0.604203977215 0.000000000001 0.000000000001
519.99988000 0.003713816250 0.590633616417 0.000000000001 0.000000000001
529.99982000 0.003682063995 0.580577234177 0.000000000001 0.000000000000
539.99994000 0.003658545568 0.573184285140 0.000000000000 0.000000000000
550.00018000 0.003641424995 0.567832277306 0.000000000000 0.000000000000
560.00018000 0.003626311005 0.563128404156 0.000000000000 0.000000000000
570.00006000 0.003611255462 0.558462172201 0.000000000000 0.000000000000
579.99988000 0.003592327195 0.552623195433 0.000000000000 0.000000000000
590.00012000 0.003569830800 0.545723432732 0.000000000000 0.000000000000
599.99988000 0.003544270520 0.537936561576 0.000000000000 0.000000000000
609.99982000 0.003516525539 0.529547460365 0.000000000000 0.000000000000
619.99994000 0.003487453598 0.520827867304 0.000000000000 0.000000000000
630.00012000 0.003458552650 0.512231309435 0.000000000000 0.000000000000
640.00031000 0.003433197534 0.504748366085 0.000000000000 0.000000000000
650.00018000 0.003411218790 0.498306426762 0.000000000000 0.000000000000
660.00006000 0.003390847002 0.492372429878 0.000000000000 0.000000000000
670.00012000 0.003375857664 0.488022263381 0.000000006535 0.000000004980
680.00000000 0.003364923339 0.484866508492 0.000000005974 0.000000004560
689.99994000 0.003357020164 0.482591926283 0.000000005593 0.000000004274
699.99988000 0.003352675722 0.481343839303 0.000000005393 0.000000004123
709.99969000 0.003349978401 0.480569754379 0.000000005271 0.000000004031
719.99988000 0.003348551500 0.480160509125 0.000000005208 0.000000003983
730.00012000 0.003347416478 0.479835100338 0.000000005159 0.000000003945
739.99988000 0.003347311704 0.479805067334 0.000000005154 0.000000003942
749.99963000 0.003344064619 0.478874774271 0.000000005010 0.000000003835
759.99976000 0.003341645736 0.478182343772 0.000000004910 0.000000003757
770.00000000 0.003337300452 0.476939719826 0.000000004727 0.000000003620
780.00012000 0.003328672160 0.474477057819 0.000000004383 0.000000003360
790.00000000 0.003317157789 0.471200562760 0.000000003953 0.000000003035
800.00006000 0.003303432466 0.467309718932 0.000000003484 0.000000002681
