#wvl              a              b              c           rmse
380.00009000 0.010337395041 4.408815038662 0.000000000007 0.000000000003
390.00000000 0.010072860789 4.186058730860 0.000000000003 0.000000000001
399.99997000 0.009746171682 3.918932364896 0.000000000001 0.000000000000
409.99991000 0.009413176734 3.655712881173 0.000000000000 0.000000000000
419.99997000 0.009105284213 3.420476937377 0.000000000000 0.000000000000
429.99982000 0.008834513876 3.220067443669 0.000000000000 0.000000000000
439.99985000 0.008600309023 3.051599715909 0.000000003252 0.000000001453
449.99985000 0.008392311181 2.905779941254 0.000000001354 0.000000000618
459.99997000 0.008194429955 2.770365758312 0.000000000527 0.000000000246
470.00000000 0.008002965989 2.642418382742 0.000000000185 0.000000000088
479.99991000 0.007819819936 2.522860019873 0.000000000058 0.000000000028
490.00012000 0.007659474721 2.420458419621 0.000000000018 0.000000000009
499.99988000 0.007526600582 2.337208152727 0.000000000006 0.000000000003
510.00000000 0.007415160746 2.268510499230 0.000000000002 0.000000000001
519.99988000 0.007331415965 2.217559980029 0.000000000001 0.000000000000
529.99982000 0.007268734084 2.179802848564 0.000000000000 0.000000000000
539.99994000 0.007222306540 2.152045694810 0.000000000000 0.000000000000
550.00018000 0.007188508949 2.131951344993 0.000000000000 0.000000000000
560.00018000 0.007158672539 2.114290445453 0.000000000000 0.000000000000
570.00006000 0.007128951507 2.096770871511 0.000000000000 0.000000000000
579.99988000 0.007091585360 2.074848175366 0.000000000000 0.000000000000
590.00012000 0.007047175401 2.048942711675 0.000000000000 0.000000000000
599.99988000 0.006996717050 2.019706560123 0.000000000000 0.000000000000
609.99982000 0.006941945898 1.988209309248 0.000000000000 0.000000000000
619.99994000 0.006884555203 1.955471212214 0.000000000000 0.000000000000
630.00012000 0.006827502065 1.923195056251 0.000000000000 0.000000000000
640.00031000 0.006777448727 1.895100015166 0.000000000000 0.000000000000
650.00018000 0.006734060658 1.870913469670 0.000000000000 0.000000000000
660.00006000 0.006693844356 1.848631195174 0.000000004659 0.000000002533
670.00012000 0.006666221861 1.833405944030 0.000000004211 0.000000002298
680.00000000 0.006648152832 1.823480521236 0.000000003941 0.000000002154
689.99994000 0.006635991969 1.816815651396 0.000000003767 0.000000002062
699.99988000 0.006630727197 1.813934029681 0.000000003696 0.000000002023
709.99969000 0.006628631639 1.812787682568 0.000000003667 0.000000002008
719.99988000 0.006628983635 1.812980211862 0.000000003671 0.000000002010
730.00012000 0.006629801788 1.813427752241 0.000000003683 0.000000002016
739.99988000 0.006632581482 1.814948694550 0.000000003718 0.000000002036
749.99963000 0.006629062590 1.813023400062 0.000000003669 0.000000002011
759.99976000 0.006627120403 1.811961205591 0.000000003646 0.000000001997
770.00000000 0.006621277457 1.808767542388 0.000000003566 0.000000001955
780.00012000 0.006606847819 1.800892591253 0.000000003378 0.000000001854
790.00000000 0.006586609705 1.789876613363 0.000000003126 0.000000001721
800.00006000 0.006561900301 1.776472639601 0.000000002842 0.000000001569
809.99994000 0.006526301522 1.757250121654 0.000000002475 0.000000001371
819.99976000 0.006476966180 1.730783019374 0.000000002033 0.000000001132
830.00018000 0.006411648149 1.696050546719 0.000000001554 0.000000000872
840.00006000 0.006326104566 1.651095613526 0.000000001075 0.000000000610
850.00000000 0.006226203042 1.599359534889 0.000000000685 0.000000000392
859.99982000 0.006121760694 1.546152339251 0.000000000414 0.000000000240
869.99994000 0.005996726084 1.483638309651 0.000000000216 0.000000000127
880.00006000 0.005876498433 1.424744149997 0.000000000109 0.000000000065
889.99994000 0.005763465361 1.370462061586 0.000000000054 0.000000000033
900.00000000 0.005654888642 1.319312758426 0.000000000026 0.000000000016
909.99994000 0.005553280968 1.272327591169 0.000000000012 0.000000000008
919.99957000 0.005461447447 1.230595068130 0.000000000006 0.000000000004
929.99982000 0.005378674137 1.193576117183 0.000000000003 0.000000000002
940.00024000 0.005305116528 1.161153160666 0.000000000001 0.000000000001
949.99976000 0.005241339215 1.133402559522 0.000000000001 0.000000000000
960.00006000 0.005185777952 1.109500461860 0.000000000000 0.000000000000
970.00000000 0.005137732079 1.089036810911 0.000000000000 0.000000000000
979.99976000 0.005096905838 1.071797832265 0.000000000000 0.000000000000
990.00006000 0.005062397251 1.057333754332 0.000000000000 0.000000000000
999.99969000 0.005033848239 1.045441871276 0.000000000000 0.000000000000
1009.99963000 0.005010243448 1.035660258003 0.000000000000 0.000000000000
1019.99988000 0.004990927096 1.027689940918 0.000000000000 0.000000000000
1030.00000000 0.004975769145 1.021457023660 0.000000000000 0.000000000000
1039.99976000 0.004963673184 1.016496790740 0.000000000000 0.000000000000
1050.00012000 0.004954548494 1.012762986490 0.000000000000 0.000000000000
1060.00000000 0.004947069982 1.009707917283 0.000000000000 0.000000000000
1069.99976000 0.004941955237 1.007621135174 0.000000000000 0.000000000000
1079.99988000 0.004940675336 1.007099281349 0.000000000000 0.000000000000
1089.99976000 0.004945421544 1.009035129803 0.000000000000 0.000000000000
1100.00037000 0.004954142808 1.012597140093 0.000000000000 0.000000000000
1109.99963000 0.004957439513 1.013945241951 0.000000000000 0.000000000000
1119.99988000 0.004949558553 1.010724018518 0.000000000000 0.000000000000
1130.00000000 0.004937601830 1.005846674224 0.000000000000 0.000000000000
1140.00012000 0.004922954564 0.999887890175 0.000000000000 0.000000000000
1149.99976000 0.004905028914 0.992615904461 0.000000004966 0.000000003248
1160.00000000 0.004883466159 0.983908625170 0.000000003910 0.000000002566
1169.99951000 0.004859927746 0.974447211967 0.000000002960 0.000000001951
1179.99988000 0.004834743750 0.964374827052 0.000000002150 0.000000001423
1190.00000000 0.004805947174 0.952921562644 0.000000001443 0.000000000960
1199.99988000 0.004776297160 0.941200215091 0.000000000915 0.000000000612
1210.00049000 0.004744848560 0.928846992977 0.000000000531 0.000000000357
1220.00049000 0.004710820450 0.915572271860 0.000000000351 0.000000000237
1229.99963000 0.004674360676 0.901454861114 0.000000000295 0.000000000201
1239.99963000 0.004635356932 0.886473841361 0.000000000244 0.000000000167
1250.00012000 0.004594607150 0.870956259965 0.000000000200 0.000000000137
1259.99963000 0.004549848165 0.854069864608 0.000000000159 0.000000000110
1269.99988000 0.004500593221 0.835678303498 0.000000000123 0.000000000085
1280.00012000 0.004448585788 0.816476246631 0.000000000092 0.000000000065
1289.99988000 0.004395325054 0.797042759170 0.000000000069 0.000000000048
1300.00049000 0.004339918484 0.777074710990 0.000000000050 0.000000000035
1310.00000000 0.004279241968 0.755498011520 0.000000000034 0.000000000025
1320.00024000 0.004209592497 0.731105003208 0.000000000022 0.000000000016
1330.00012000 0.004140739567 0.707384401254 0.000000000014 0.000000000010
1340.00000000 0.004077049796 0.685790840540 0.000000000009 0.000000000007
1350.00000000 0.004016006690 0.665408747217 0.000000000006 0.000000000004
1359.99927000 0.003955335997 0.645455662145 0.000000000004 0.000000000003
1369.99951000 0.003895879160 0.626196459374 0.000000000002 0.000000000002
1379.99976000 0.003836469440 0.607243869440 0.000000000001 0.000000000001
1389.99976000 0.003778055874 0.588893018977 0.000000000001 0.000000000001
1400.00000000 0.003721415728 0.571368154152 0.000000000000 0.000000000000
1409.99988000 0.003665557540 0.554344490879 0.000000000000 0.000000000000
1419.99988000 0.003610233372 0.537737354680 0.000000000000 0.000000000000
1429.99963000 0.003556156568 0.521748730189 0.000000000000 0.000000000000
1439.99988000 0.003502723461 0.506187429952 0.000000000000 0.000000000000
1449.99963000 0.003450605574 0.491236120150 0.000000000000 0.000000000000
1460.00037000 0.003399995542 0.476926994508 0.000000004799 0.000000003675
1470.00049000 0.003350458918 0.463132513645 0.000000003076 0.000000002370
1480.00024000 0.003301800239 0.449779158530 0.000000001895 0.000000001468
1489.99988000 0.003254643613 0.437024065158 0.000000001119 0.000000000872
1500.00000000 0.003209124635 0.424885715563 0.000000000628 0.000000000493
1509.99988000 0.003165147690 0.413320773034 0.000000000331 0.000000000261
1520.00000000 0.003121855871 0.402091750121 0.000000000158 0.000000000125
1529.99939000 0.003079881134 0.391351932281 0.000000000066 0.000000000053
1539.99988000 0.003039638040 0.381191638353 0.000000000023 0.000000000019
1549.99963000 0.003000267119 0.371380834594 0.000000000008 0.000000000007
1560.00024000 0.002962295267 0.362039815182 0.000000000006 0.000000000005
1570.00000000 0.002925448121 0.353089212238 0.000000000005 0.000000000004
1580.00000000 0.002889756208 0.344526045571 0.000000000004 0.000000000003
1590.00049000 0.002855168583 0.336328106583 0.000000000003 0.000000000002
1600.00012000 0.002821970429 0.328552342666 0.000000000002 0.000000000002
1610.00012000 0.002790090348 0.321170897511 0.000000000002 0.000000000002
