wavelength,Coastal_water.1,Coastal_water.2,Coastal_water.3,Coastal_water.4,Coastal_water.5,Inland_water.1,Inland_water.2,Inland_water.3,Inland_water.4,Inland_water.5,Mineral.1,Mineral.2,Mineral.3,Mineral.4,Mineral.5,Snow.1,Snow.2,Snow.3,Snow.4,Snow.5,Vegetation.1,Vegetation.2,Vegetation.3,Vegetation.4,Vegetation.5
426.95,0.0200999993830919,0.0318000018596649,0.0215000007301569,0.0293000005185604,0.0355000011622906,0.0658000037074089,0.00410000002011657,0.0297999996691942,0.0188999995589256,0.0200999993830919,0.0559000000357628,0.0423000007867813,0.0414000004529953,0.0461999997496605,0.0553000010550022,0.485300004482269,0.575800001621246,0.331099987030029,0.488499999046326,0.42289999127388,0.00930000003427267,0.000300000014249235,0.00740000000223517,0.0116999996826053,0.0156999994069338
431.96,0.0201999992132187,0.0304000005125999,0.0262000001966953,0.0313999988138676,0.0370999984443188,0.062899999320507,0.0052000000141561,0.0296999998390675,0.0198999997228384,0.0164000000804663,0.0568000003695488,0.0443000011146069,0.0458999983966351,0.0493000000715256,0.0590999983251095,0.504700005054474,0.585900008678436,0.323000013828278,0.483700007200241,0.420800000429153,0.0103000001981854,0.00499999988824129,0.012699999846518,0.0162000004202127,0.0179999992251396
436.96,0.0214000009000301,0.0308999996632338,0.0253999996930361,0.0333000011742115,0.0410000011324883,0.0640000030398369,0.00620000017806888,0.0305000003427267,0.0197999998927116,0.0192000009119511,0.061099998652935,0.0474999994039536,0.0458000004291534,0.0487999990582466,0.060199998319149,0.50739997625351,0.60259997844696,0.331099987030029,0.503899991512299,0.437999993562698,0.0120000001043081,0.008500000461936,0.0130000002682209,0.0173000004142523,0.0208000000566244
441.97,0.0226000007241964,0.0310999993234873,0.0267999991774559,0.033100001513958,0.0423000007867813,0.0631000027060509,0.00980000011622906,0.0293000005185604,0.0207000002264977,0.0199999995529652,0.063000001013279,0.048700001090765,0.0487999990582466,0.0485000014305115,0.0656000003218651,0.513700008392334,0.618600010871887,0.340999990701675,0.504899978637695,0.444599986076355,0.0154999997466803,0.0113000003620982,0.0137000000104308,0.0193000007420778,0.0214000009000301
446.98,0.0242999996989965,0.032200001180172,0.0275999996811152,0.0353999994695187,0.0450000017881393,0.0625,0.00960000045597553,0.0305000003427267,0.0208999998867512,0.0229000002145767,0.066200003027916,0.0511999987065792,0.0502999983727932,0.0529999993741512,0.0688000023365021,0.5314000248909,0.635500013828278,0.353500008583069,0.527499973773956,0.461600005626678,0.0173000004142523,0.0125000001862645,0.0162000004202127,0.0217000003904104,0.0255999993532896
451.99,0.0242999996989965,0.0322999991476536,0.0291000008583069,0.0368000008165836,0.0452000014483929,0.0621999986469746,0.0110999997705221,0.0303000006824732,0.0225000008940697,0.0219999998807907,0.068000003695488,0.0529000014066696,0.0531000010669231,0.0570000000298023,0.0672999992966652,0.544099986553192,0.642400026321411,0.361799985170364,0.537999987602234,0.468899995088577,0.0189999993890524,0.0130000002682209,0.0186999998986721,0.0239000003784895,0.0252999998629093
457,0.0241999998688698,0.0324000008404255,0.0286999996751547,0.0384999997913837,0.0474999994039536,0.0627000033855438,0.0124000003561378,0.0315999984741211,0.023700000718236,0.023199999704957,0.0710000023245811,0.0557999983429909,0.0557000003755093,0.0568000003695488,0.0701000019907951,0.562399983406067,0.670799970626831,0.367000013589859,0.560500025749207,0.480800002813339,0.0239000003784895,0.015599999576807,0.0188999995589256,0.025900000706315,0.0277999993413687
462.01,0.0244999993592501,0.033500000834465,0.0293000005185604,0.0388999991118908,0.0487999990582466,0.0631000027060509,0.0131999999284744,0.032600000500679,0.0249000005424023,0.0232999995350838,0.0712999999523163,0.0586000010371208,0.0553000010550022,0.0601000003516674,0.0728000029921532,0.569500029087067,0.677200019359589,0.369700014591217,0.563899993896484,0.48759999871254,0.0226000007241964,0.0160000007599592,0.0197999998927116,0.0280000008642673,0.0306000001728535
467.02,0.0241999998688698,0.0331999994814396,0.0286999996751547,0.0401999987661839,0.049100000411272,0.0623000003397465,0.0140000004321337,0.031300000846386,0.0253999996930361,0.0245999991893768,0.0724999979138374,0.0595000013709068,0.0584999993443489,0.0617000013589859,0.0767000019550323,0.572000026702881,0.6942999958992,0.382699996232986,0.592700004577637,0.507700026035309,0.0252000000327826,0.0188999995589256,0.0206000003963709,0.0296999998390675,0.0320999994874001
472.02,0.025000000372529,0.0350000001490116,0.0291000008583069,0.0417999997735023,0.0529999993741512,0.0617999993264675,0.0162000004202127,0.0320999994874001,0.0244999993592501,0.0248000007122755,0.0780000016093254,0.0619000010192394,0.0604000017046928,0.0612999983131886,0.0800999999046326,0.5939000248909,0.7189000248909,0.390500009059906,0.591099977493286,0.51690000295639,0.0271000005304813,0.0201999992132187,0.022299999371171,0.0320000015199184,0.034000001847744
477.03,0.025900000706315,0.034400001168251,0.0304000005125999,0.0434999987483025,0.0535999983549118,0.0617000013589859,0.015599999576807,0.0326999984681606,0.0272000003606081,0.0253999996930361,0.0788000002503395,0.0644000023603439,0.0595999993383884,0.0654999986290932,0.0793000012636185,0.612399995326996,0.737200021743774,0.40090000629425,0.611299991607666,0.527800023555756,0.0274000000208616,0.0203000009059906,0.0238000005483627,0.032600000500679,0.0342000015079975
482.04,0.0262000001966953,0.0350000001490116,0.0315999984741211,0.0447999984025955,0.0566000007092953,0.0615000016987324,0.0167999994009733,0.0328000001609325,0.0270000007003546,0.0252999998629093,0.0807000026106834,0.0654999986290932,0.0623000003397465,0.0658000037074089,0.0822999998927116,0.623199999332428,0.752099990844727,0.408199995756149,0.622900009155273,0.536499977111816,0.0304000005125999,0.0219000000506639,0.0249000005424023,0.0346000008285046,0.0366999991238117
487.05,0.0276999995112419,0.0359999984502792,0.0307000000029802,0.045499999076128,0.0582000017166138,0.0599000006914139,0.0177999995648861,0.0333000011742115,0.0277999993413687,0.0260000005364418,0.0825000032782555,0.068000003695488,0.0653000026941299,0.068000003695488,0.0829999968409538,0.629599988460541,0.765600025653839,0.411399990320206,0.629299998283386,0.547500014305115,0.032600000500679,0.024100000038743,0.0256999991834164,0.0372000001370907,0.0384999997913837
492.06,0.0275999996811152,0.0355999991297722,0.0324999988079071,0.0452999994158745,0.0601000003516674,0.0604000017046928,0.0187999997287989,0.034400001168251,0.0269000008702278,0.0258000008761883,0.0850000008940697,0.0693999975919724,0.0646999999880791,0.069300003349781,0.0864000022411346,0.635800004005432,0.779900014400482,0.417600005865097,0.647199988365173,0.559400022029877,0.0324000008404255,0.023700000718236,0.025900000706315,0.0364000014960766,0.0395000018179417
497.07,0.0276999995112419,0.0351999998092651,0.0318999998271465,0.0465000011026859,0.0612000003457069,0.0604000017046928,0.0199999995529652,0.034000001847744,0.0266999993473291,0.0263000000268221,0.0865999981760979,0.0702999979257584,0.0667999982833862,0.070200003683567,0.0869000032544136,0.651400029659271,0.790199995040894,0.42399999499321,0.654399991035461,0.567600011825562,0.0333000011742115,0.0248000007122755,0.0261000003665686,0.0381000004708767,0.0395000018179417
502.08,0.0284000001847744,0.0361000001430511,0.0320000015199184,0.0474000014364719,0.062100000679493,0.0604000017046928,0.0207000002264977,0.0340999998152256,0.0274999998509884,0.0272000003606081,0.0874999985098839,0.0728999972343445,0.0697000026702881,0.0728000029921532,0.0892999991774559,0.65420001745224,0.805199980735779,0.430599987506866,0.665799975395203,0.578400015830994,0.0348000004887581,0.0263999998569489,0.0274000000208616,0.0392999984323978,0.0414000004529953
507.09,0.0273000001907349,0.0353999994695187,0.032600000500679,0.0491999983787537,0.0646999999880791,0.0601000003516674,0.0208000000566244,0.034000001847744,0.0276999995112419,0.0281000006943941,0.0887999981641769,0.0736000016331673,0.0692000016570091,0.0740000009536743,0.0901999995112419,0.671700000762939,0.817099988460541,0.43639999628067,0.67739999294281,0.586099982261658,0.0370999984443188,0.0263999998569489,0.0282000005245209,0.0414999984204769,0.0430999994277954
512.09,0.0273000001907349,0.0355999991297722,0.031300000846386,0.0483999997377396,0.0650999993085861,0.0593999996781349,0.0215000007301569,0.0342000015079975,0.0270000007003546,0.0285000000149012,0.0895000025629997,0.0746000036597252,0.0706000030040741,0.0742999985814095,0.092399999499321,0.675499975681305,0.825500011444092,0.437799990177155,0.684499979019165,0.594799995422363,0.0377999991178513,0.0295000001788139,0.0296999998390675,0.0434999987483025,0.0452000014483929
517.1,0.0277999993413687,0.0351000018417835,0.0329000018537045,0.0511999987065792,0.0663999989628792,0.0593999996781349,0.0239000003784895,0.0355999991297722,0.0285000000149012,0.0288999993354082,0.0921000018715858,0.0756999999284744,0.0711999982595444,0.0782999992370605,0.0948999971151352,0.683600008487701,0.832400023937225,0.445800006389618,0.690100014209747,0.598999977111816,0.0410999990999699,0.0328000001609325,0.0320000015199184,0.0458999983966351,0.0478999987244606
522.11,0.0267999991774559,0.0353999994695187,0.0313999988138676,0.0516999997198582,0.068000003695488,0.0601000003516674,0.0240000002086163,0.035300001502037,0.0285999998450279,0.0287999995052814,0.0930999964475632,0.0769999995827675,0.0720999985933304,0.0769999995827675,0.0966000035405159,0.692399978637695,0.846199989318848,0.44980001449585,0.699100017547607,0.61080002784729,0.0439999997615814,0.0350000001490116,0.0350000001490116,0.048200000077486,0.0498000010848045
527.12,0.0269000008702278,0.0353999994695187,0.0308999996632338,0.0520999990403652,0.0696000009775162,0.0595999993383884,0.0252000000327826,0.0357000008225441,0.0285999998450279,0.0299999993294477,0.0958999991416931,0.0785999968647957,0.0747999995946884,0.0789000019431114,0.0991000011563301,0.696699976921082,0.856599986553192,0.453900009393692,0.70880001783371,0.614099979400635,0.0476999990642071,0.0399000011384487,0.0386000014841557,0.0513999983668327,0.0546999983489513
532.13,0.0273000001907349,0.035300001502037,0.031700000166893,0.0531000010669231,0.0706000030040741,0.0604999996721745,0.0266999993473291,0.0355000011622906,0.0300999991595745,0.0296000000089407,0.0964000001549721,0.0803000032901764,0.0768999978899956,0.0812000036239624,0.100500002503395,0.702099978923798,0.868399977684021,0.456499993801117,0.71450001001358,0.619400024414062,0.0511999987065792,0.0430999994277954,0.0417999997735023,0.0548000000417233,0.0579000003635883
537.14,0.0262000001966953,0.0351000018417835,0.031300000846386,0.0524999983608723,0.0724000036716461,0.0604999996721745,0.0281000006943941,0.0357000008225441,0.0292000006884336,0.0300999991595745,0.0971999987959862,0.0812999978661537,0.0780000016093254,0.0828000009059906,0.102799996733665,0.711199998855591,0.873600006103516,0.462700009346008,0.726599991321564,0.626999974250793,0.0533999986946583,0.0471000000834465,0.0443000011146069,0.0571000017225742,0.058899998664856
542.15,0.0270000007003546,0.0346000008285046,0.0303000006824732,0.0529999993741512,0.0728999972343445,0.060199998319149,0.0288999993354082,0.0355999991297722,0.0285999998450279,0.0306000001728535,0.099200002849102,0.0822999998927116,0.0781999975442886,0.0844999998807907,0.105400003492832,0.717100024223328,0.881399989128113,0.464700013399124,0.734799981117249,0.635699987411499,0.0555999986827374,0.0487999990582466,0.0456999987363815,0.060199998319149,0.0627000033855438
547.15,0.0263000000268221,0.0340999998152256,0.0306000001728535,0.0537000000476837,0.0746000036597252,0.0601000003516674,0.0295000001788139,0.0361000001430511,0.029899999499321,0.0304000005125999,0.100000001490116,0.0835999995470047,0.0804999992251396,0.0846000015735626,0.105800002813339,0.723699986934662,0.888300001621246,0.468699991703033,0.734899997711182,0.640200018882751,0.0577000007033348,0.0509000010788441,0.047800000756979,0.0617000013589859,0.0640999972820282
552.16,0.0260000005364418,0.0346999987959862,0.0300999991595745,0.0538999997079372,0.0747999995946884,0.0604000017046928,0.0297999996691942,0.0366000011563301,0.0296999998390675,0.0308999996632338,0.100900001823902,0.0842999964952469,0.0816999971866608,0.0869000032544136,0.108499996364117,0.725399971008301,0.886699974536896,0.469500005245209,0.742399990558624,0.6492999792099,0.0593999996781349,0.0520000010728836,0.0485000014305115,0.0635000020265579,0.0663999989628792
557.17,0.0256999991834164,0.0337999984622002,0.0303000006824732,0.0535999983549118,0.0767000019550323,0.0606000013649464,0.0299999993294477,0.0361000001430511,0.0295000001788139,0.0305000003427267,0.101499997079372,0.0852999985218048,0.0822999998927116,0.0873000025749207,0.10980000346899,0.729099988937378,0.896600008010864,0.472299993038177,0.74779999256134,0.648100018501282,0.0595999993383884,0.0527999997138977,0.0480999983847141,0.0644000023603439,0.0671999976038933
562.18,0.0245999991893768,0.0329999998211861,0.0294000003486872,0.0533999986946583,0.0763000026345253,0.0608999989926815,0.0299999993294477,0.0362999998033047,0.0295000001788139,0.030799999833107,0.103000000119209,0.0859000012278557,0.0828000009059906,0.0874999985098839,0.110699996352196,0.732699990272522,0.902800023555756,0.472799986600876,0.750400006771088,0.654900014400482,0.0604999996721745,0.0520999990403652,0.047800000756979,0.0644999966025352,0.066100001335144
567.19,0.0248000007122755,0.0320999994874001,0.0287999995052814,0.0537000000476837,0.0768000036478043,0.0595999993383884,0.0300999991595745,0.0357000008225441,0.0286999996751547,0.0304000005125999,0.102600000798702,0.0865999981760979,0.0833000019192696,0.088699996471405,0.111900001764297,0.729399979114532,0.903800010681152,0.473699986934662,0.750299990177155,0.654999971389771,0.0608000010251999,0.0500999987125397,0.044599998742342,0.0640000030398369,0.0663999989628792
572.2,0.023700000718236,0.0315999984741211,0.0277999993413687,0.0526000000536442,0.0768000036478043,0.0586999990046024,0.028999999165535,0.0355000011622906,0.0284000001847744,0.028999999165535,0.102799996733665,0.086499996483326,0.0838000029325485,0.0882000029087067,0.112300001084805,0.736800014972687,0.902800023555756,0.472799986600876,0.752399981021881,0.6560999751091,0.0595000013709068,0.047800000756979,0.0427000001072884,0.062899999320507,0.0646999999880791
577.21,0.0229000002145767,0.0306000001728535,0.0280000008642673,0.0513999983668327,0.0749000012874603,0.0577999986708164,0.0277999993413687,0.0350000001490116,0.0282000005245209,0.029899999499321,0.102099999785423,0.0869000032544136,0.0839999988675117,0.0900000035762787,0.114100001752377,0.741500020027161,0.917100012302399,0.47299998998642,0.758199989795685,0.65719997882843,0.0577000007033348,0.0461000017821789,0.0399999991059303,0.0614000000059605,0.0637999996542931
582.22,0.0232999995350838,0.0296999998390675,0.0270000007003546,0.0507999993860722,0.0753000006079674,0.0575000010430813,0.0276999995112419,0.0353999994695187,0.0291000008583069,0.0292000006884336,0.104000002145767,0.0890000015497208,0.0846000015735626,0.090999998152256,0.114799998700619,0.754700005054474,0.930000007152557,0.479200005531311,0.768899977207184,0.668099999427795,0.0581000000238419,0.0443999990820885,0.0386000014841557,0.0617000013589859,0.0640999972820282
587.22,0.0218000002205372,0.0302000008523464,0.0262000001966953,0.0483000017702579,0.0738999992609024,0.0568000003695488,0.0267999991774559,0.0346000008285046,0.0292000006884336,0.0295000001788139,0.10419999808073,0.0892999991774559,0.0863000005483627,0.0917000025510788,0.116400003433228,0.758899986743927,0.934400022029877,0.479499995708466,0.770500004291534,0.675599992275238,0.0599000006914139,0.0441000014543533,0.0394000001251698,0.0623000003397465,0.064800001680851
592.23,0.0205000005662441,0.0280000008642673,0.025000000372529,0.0456999987363815,0.0709000006318092,0.0542999990284443,0.0252999998629093,0.0342000015079975,0.0283000003546476,0.0299999993294477,0.103900000452995,0.09009999781847,0.0869000032544136,0.091899998486042,0.116999998688698,0.759599983692169,0.932500004768372,0.478799998760223,0.771799981594086,0.675800025463104,0.060199998319149,0.0439000017940998,0.0390999987721443,0.0627999976277351,0.0653999969363213
597.24,0.0197999998927116,0.0271000005304813,0.024100000038743,0.0434000007808208,0.0680999979376793,0.0529999993741512,0.0238000005483627,0.0339000001549721,0.0285999998450279,0.0288999993354082,0.104999996721745,0.0912000015377998,0.0878999978303909,0.0922000035643578,0.117700003087521,0.768999993801117,0.944700002670288,0.485500007867813,0.782500028610229,0.680199980735779,0.0608999989926815,0.0438000001013279,0.0383000001311302,0.0640999972820282,0.0662999972701073
602.25,0.0199999995529652,0.0256999991834164,0.0229000002145767,0.0408999994397163,0.065200001001358,0.0516000017523766,0.0230000000447035,0.0346000008285046,0.0292000006884336,0.0296999998390675,0.106600001454353,0.0917999967932701,0.0881000012159348,0.093800000846386,0.120200000703335,0.78549998998642,0.952600002288818,0.494100004434586,0.790600001811981,0.691600024700165,0.061099998652935,0.0439000017940998,0.0386000014841557,0.0646999999880791,0.0671999976038933
607.26,0.0194000005722046,0.0258000008761883,0.0227000005543232,0.0392000004649162,0.0631000027060509,0.0500000007450581,0.0214000009000301,0.0346000008285046,0.0287999995052814,0.029899999499321,0.106700003147125,0.0917999967932701,0.0878000035881996,0.0944000035524368,0.119599997997284,0.790899991989136,0.954900026321411,0.49439999461174,0.795199990272522,0.693400025367737,0.0612999983131886,0.0425000004470348,0.0366000011563301,0.0649999976158142,0.0663999989628792
612.27,0.0188999995589256,0.025900000706315,0.0227000005543232,0.0390999987721443,0.0619000010192394,0.0498000010848045,0.0210999995470047,0.0337000004947186,0.0280000008642673,0.0297999996691942,0.107500001788139,0.091899998486042,0.0870999991893768,0.0953999981284142,0.120099999010563,0.785700023174286,0.953700006008148,0.490700006484985,0.799899995326996,0.695999979972839,0.0610000006854534,0.0417000018060207,0.0361000001430511,0.0649000033736229,0.0654999986290932
617.28,0.0188999995589256,0.024100000038743,0.022299999371171,0.0377000011503696,0.0612999983131886,0.0491999983787537,0.0203000009059906,0.0324999988079071,0.0285000000149012,0.0296999998390675,0.107600003480911,0.0917999967932701,0.0888999998569489,0.0940999984741211,0.119999997317791,0.782500028610229,0.955299973487854,0.49099999666214,0.795300006866455,0.696200013160706,0.0606000013649464,0.0406000018119812,0.0353999994695187,0.063400000333786,0.0658999979496002
622.28,0.017000000923872,0.0245999991893768,0.0214000009000301,0.0370000004768372,0.0604000017046928,0.0472999997437,0.0188999995589256,0.0320999994874001,0.0287999995052814,0.0296000000089407,0.106499999761581,0.0926000028848648,0.0874999985098839,0.093800000846386,0.120899997651577,0.779399991035461,0.953100025653839,0.486099988222122,0.793900012969971,0.700100004673004,0.0608000010251999,0.0401999987661839,0.0353999994695187,0.063400000333786,0.0653000026941299
627.29,0.0178999993950129,0.0238000005483627,0.0209999997168779,0.0357999987900257,0.0593000017106533,0.0472999997437,0.0188999995589256,0.031700000166893,0.0280000008642673,0.0294000003486872,0.10700000077486,0.0926999971270561,0.0879999995231628,0.0944999977946281,0.11879999935627,0.780700027942657,0.950200021266937,0.48759999871254,0.794799983501434,0.698000013828278,0.0606000013649464,0.0403000004589558,0.0351999998092651,0.0641999989748001,0.0654999986290932
632.3,0.0168999992311001,0.0226000007241964,0.0204000007361174,0.0351999998092651,0.0579999983310699,0.046399999409914,0.0186000000685453,0.0313999988138676,0.028999999165535,0.0283000003546476,0.107699997723103,0.093800000846386,0.0879999995231628,0.093800000846386,0.121699996292591,0.785799980163574,0.956200003623962,0.490599989891052,0.798600018024445,0.701799988746643,0.0621999986469746,0.0410999990999699,0.0350000001490116,0.0658999979496002,0.0668999999761581
637.31,0.0172000005841255,0.0225000008940697,0.0203000009059906,0.0348999984562397,0.0568999983370304,0.0463000014424324,0.0187999997287989,0.0320999994874001,0.0285000000149012,0.0296000000089407,0.108900003135204,0.093800000846386,0.0898000001907349,0.094700001180172,0.122599996626377,0.789399981498718,0.965099990367889,0.491299986839294,0.794099986553192,0.704100012779236,0.0627999976277351,0.0399999991059303,0.0348000004887581,0.0656000003218651,0.0665000006556511
642.32,0.0165999997407198,0.022299999371171,0.0201999992132187,0.0340999998152256,0.0579000003635883,0.0458000004291534,0.0182000007480383,0.0315000005066395,0.0284000001847744,0.0299999993294477,0.109399996697903,0.0944000035524368,0.0887999981641769,0.096000000834465,0.122500002384186,0.79339998960495,0.972299993038177,0.49439999461174,0.805199980735779,0.707899987697601,0.062899999320507,0.0397000014781952,0.0346999987959862,0.0653999969363213,0.0665000006556511
647.33,0.0165999997407198,0.0221999995410442,0.0188999995589256,0.0335999988019466,0.0564000010490417,0.0454000011086464,0.017400000244379,0.031199999153614,0.0292000006884336,0.029899999499321,0.108999997377396,0.095600001513958,0.088699996471405,0.0961000025272369,0.122500002384186,0.784300029277802,0.96969997882843,0.490799993276596,0.799600005149841,0.706700026988983,0.062899999320507,0.0399999991059303,0.0346999987959862,0.064800001680851,0.0662999972701073
652.34,0.0162000004202127,0.022299999371171,0.0190999992191792,0.0326999984681606,0.0551000013947487,0.0458000004291534,0.017400000244379,0.0300999991595745,0.0287999995052814,0.0297999996691942,0.109600000083447,0.095600001513958,0.0881000012159348,0.0967999994754791,0.124300003051758,0.790600001811981,0.971800029277802,0.497000008821487,0.807799994945526,0.715099990367889,0.0619000010192394,0.0390999987721443,0.0337000004947186,0.0653000026941299,0.0654999986290932
657.35,0.0159000009298325,0.0220999997109175,0.0194000005722046,0.0320000015199184,0.0527999997138977,0.0445000007748604,0.0164000000804663,0.0295000001788139,0.0293000005185604,0.029899999499321,0.110299997031689,0.096000000834465,0.0898000001907349,0.0970000028610229,0.124300003051758,0.796700000762939,0.978799998760223,0.499700009822845,0.814599990844727,0.718500018119812,0.062100000679493,0.0381000004708767,0.033500000834465,0.0644999966025352,0.066200003027916
662.35,0.0159000009298325,0.0206000003963709,0.0186999998986721,0.0315000005066395,0.0507999993860722,0.0425999984145164,0.0152000002563,0.0292000006884336,0.0287999995052814,0.0295000001788139,0.112199999392033,0.0966999977827072,0.0901999995112419,0.0983999967575073,0.124799996614456,0.802500009536743,0.982800006866455,0.499000012874603,0.816900014877319,0.717499971389771,0.0599999986588955,0.0366999991238117,0.0322999991476536,0.0631999969482422,0.0650999993085861
667.36,0.0156999994069338,0.0206000003963709,0.0186000000685453,0.0309999994933605,0.0493000000715256,0.0412000007927418,0.0149999996647239,0.0278999991714954,0.0295000001788139,0.0286999996751547,0.111800000071526,0.096000000834465,0.0904999971389771,0.0980999991297722,0.126000002026558,0.80019998550415,0.986599981784821,0.503499984741211,0.817499995231628,0.725099980831146,0.0590999983251095,0.0357000008225441,0.0309999994933605,0.0621999986469746,0.063400000333786
672.37,0.0159000009298325,0.0197000000625849,0.0177999995648861,0.0300999991595745,0.0483000017702579,0.0408000014722347,0.013399999588728,0.0276999995112419,0.0295000001788139,0.0292000006884336,0.111000001430511,0.0974999964237213,0.0922000035643578,0.0976999998092651,0.126800000667572,0.809499979019165,0.988399982452393,0.503600001335144,0.819599986076355,0.728200018405914,0.0584999993443489,0.0362999998033047,0.0310999993234873,0.0627999976277351,0.0631000027060509
677.38,0.0148999998345971,0.0197999998927116,0.0185000002384186,0.0288999993354082,0.0463000014424324,0.0388999991118908,0.0144999995827675,0.0274000000208616,0.0292000006884336,0.0282000005245209,0.112099997699261,0.0970000028610229,0.0900000035762787,0.0982000008225441,0.127700001001358,0.803900003433228,0.990599989891052,0.508899986743927,0.830299973487854,0.734499990940094,0.0595999993383884,0.0342000015079975,0.0315999984741211,0.0615000016987324,0.062899999320507
682.39,0.0148999998345971,0.0201999992132187,0.0182000007480383,0.0287999995052814,0.0467000007629395,0.0399000011384487,0.0141000002622604,0.0280000008642673,0.028999999165535,0.0295000001788139,0.112700000405312,0.0989999994635582,0.0901999995112419,0.098800003528595,0.128000006079674,0.803900003433228,0.99370002746582,0.506600022315979,0.827600002288818,0.735700011253357,0.0603000000119209,0.0355999991297722,0.0315999984741211,0.0631000027060509,0.0636999979615211
